"2010","1","0.05"
"2011","6","0.3"
"2012","16","0.8"
"2013","49","2.45"
"2014","32","1.6"
"2015","50","2.5"
"2016","76","3.8"
"2017","67","3.35"
"2018","151","7.55"
"2019","111","5.55"
"2020","130","6.5"
"2021","186","9.3"
"2022","241","12.06"
"2023","504","25.21"
"2024","356","17.81"
"2025","23","1.15"
