"BMW","10"
"MERCEDES-BENZ","8"
"HYUNDAI","8"
"AUDI","8"
"KIA","7"
"FORD","7"
"VOLVO","6"
"TESLA","6"
"CHEVROLET","6"
"TOYOTA","4"
